FIPS,State,County,% Uninsured
34021,New Jersey,Mercer,9
34023,New Jersey,Middlesex,7
34025,New Jersey,Monmouth,6
34027,New Jersey,Morris,5
34029,New Jersey,Ocean,6
34031,New Jersey,Passaic,12
34033,New Jersey,Salem,6
34035,New Jersey,Somerset,5
34037,New Jersey,Sussex,5
34039,New Jersey,Union,13
34041,New Jersey,Warren,6
35000,New Mexico,,11
35001,New Mexico,Bernalillo,10
35003,New Mexico,Catron,8
35005,New Mexico,Chaves,11
35006,New Mexico,Cibola,9
35007,New Mexico,Colfax,10
35009,New Mexico,Curry,11
35011,New Mexico,De Baca,13
35013,New Mexico,Dona Ana,12
35015,New Mexico,Eddy,11
35017,New Mexico,Grant,9
35019,New Mexico,Guadalupe,9
35021,New Mexico,Harding,11
35023,New Mexico,Hidalgo,11
35025,New Mexico,Lea,13
35027,New Mexico,Lincoln,12
35028,New Mexico,Los Alamos,2
35029,New Mexico,Luna,12
35031,New Mexico,McKinley,14
35033,New Mexico,Mora,6
35035,New Mexico,Otero,9
35037,New Mexico,Quay,10
35039,New Mexico,Rio Arriba,9
35041,New Mexico,Roosevelt,11
35043,New Mexico,Sandoval,8
35045,New Mexico,San Juan,13
35047,New Mexico,San Miguel,9
35049,New Mexico,Santa Fe,12
35051,New Mexico,Sierra,9
35053,New Mexico,Socorro,10
35055,New Mexico,Taos,11
35057,New Mexico,Torrance,9
35059,New Mexico,Union,12
35061,New Mexico,Valencia,11
36000,New York,,6
36001,New York,Albany,5
36003,New York,Allegany,5
36005,New York,Bronx,7
36007,New York,Broome,5
36009,New York,Cattaraugus,7
36011,New York,Cayuga,6
36013,New York,Chautauqua,6
36015,New York,Chemung,5
36017,New York,Chenango,5
36019,New York,Clinton,5
36021,New York,Columbia,6
36023,New York,Cortland,5
36025,New York,Delaware,6
36027,New York,Dutchess,5
36029,New York,Erie,4
36031,New York,Essex,5
36033,New York,Franklin,6
36035,New York,Fulton,6
36037,New York,Genesee,4
36039,New York,Greene,5
36041,New York,Hamilton,9
36043,New York,Herkimer,5
36045,New York,Jefferson,5
36047,New York,Kings,6
36049,New York,Lewis,5
36051,New York,Livingston,4
36053,New York,Madison,4
36055,New York,Monroe,4
36057,New York,Montgomery,5
36059,New York,Nassau,4
36061,New York,New York,5
36063,New York,Niagara,4
36065,New York,Oneida,5
36067,New York,Onondaga,4
36069,New York,Ontario,4
36071,New York,Orange,5
36073,New York,Orleans,6
36075,New York,Oswego,5
36077,New York,Otsego,5
36079,New York,Putnam,4
36081,New York,Queens,9
36083,New York,Rensselaer,4
36085,New York,Richmond,5
36087,New York,Rockland,5
36089,New York,St. Lawrence,6
36091,New York,Saratoga,4
36093,New York,Schenectady,5
36095,New York,Schoharie,5
36097,New York,Schuyler,6
36099,New York,Seneca,6
36101,New York,Steuben,5
36103,New York,Suffolk,6
36105,New York,Sullivan,6
36107,New York,Tioga,4
36109,New York,Tompkins,5
36111,New York,Ulster,7
36113,New York,Warren,5
36115,New York,Washington,5
36117,New York,Wayne,5
36119,New York,Westchester,5
36121,New York,Wyoming,5
36123,New York,Yates,10
37000,North Carolina,,11
37001,North Carolina,Alamance,13
37003,North Carolina,Alexander,12
37005,North Carolina,Alleghany,17
37007,North Carolina,Anson,12
37009,North Carolina,Ashe,14
37011,North Carolina,Avery,16
37013,North Carolina,Beaufort,12
37015,North Carolina,Bertie,12
37017,North Carolina,Bladen,14
37019,North Carolina,Brunswick,10
37021,North Carolina,Buncombe,13
37023,North Carolina,Burke,13
37025,North Carolina,Cabarrus,9
37027,North Carolina,Caldwell,13
37029,North Carolina,Camden,9
37031,North Carolina,Carteret,12
37033,North Carolina,Caswell,12
37035,North Carolina,Catawba,12
37037,North Carolina,Chatham,11
37039,North Carolina,Cherokee,13
37041,North Carolina,Chowan,11
37043,North Carolina,Clay,13
37045,North Carolina,Cleveland,11
37047,North Carolina,Columbus,14
37049,North Carolina,Craven,11
37051,North Carolina,Cumberland,11
37053,North Carolina,Currituck,10
37055,North Carolina,Dare,11
37057,North Carolina,Davidson,12
37059,North Carolina,Davie,10
37061,North Carolina,Duplin,16
37063,North Carolina,Durham,11
37065,North Carolina,Edgecombe,11
37067,North Carolina,Forsyth,11
37069,North Carolina,Franklin,13
37071,North Carolina,Gaston,11
37073,North Carolina,Gates,9
37075,North Carolina,Graham,16
37077,North Carolina,Granville,12
37079,North Carolina,Greene,18
37081,North Carolina,Guilford,10
37083,North Carolina,Halifax,12
37085,North Carolina,Harnett,12
37087,North Carolina,Haywood,12
37089,North Carolina,Henderson,14
37091,North Carolina,Hertford,12
37093,North Carolina,Hoke,11
37095,North Carolina,Hyde,19
37097,North Carolina,Iredell,10
37099,North Carolina,Jackson,16
37101,North Carolina,Johnston,13
37103,North Carolina,Jones,14
37105,North Carolina,Lee,14
37107,North Carolina,Lenoir,13
37109,North Carolina,Lincoln,10
37111,North Carolina,McDowell,14
37113,North Carolina,Macon,16
37115,North Carolina,Madison,11
37117,North Carolina,Martin,13
37119,North Carolina,Mecklenburg,11
37121,North Carolina,Mitchell,11
37123,North Carolina,Montgomery,16
37125,North Carolina,Moore,10
37127,North Carolina,Nash,14
37129,North Carolina,New Hanover,11
37131,North Carolina,Northampton,10
37133,North Carolina,Onslow,9
37135,North Carolina,Orange,8
37137,North Carolina,Pamlico,12
37139,North Carolina,Pasquotank,10
37141,North Carolina,Pender,12
37143,North Carolina,Perquimans,11
37145,North Carolina,Person,11
37147,North Carolina,Pitt,10
37149,North Carolina,Polk,12
37151,North Carolina,Randolph,13
37153,North Carolina,Richmond,12
37155,North Carolina,Robeson,15
37157,North Carolina,Rockingham,13
37159,North Carolina,Rowan,11
37161,North Carolina,Rutherford,12
37163,North Carolina,Sampson,17
37165,North Carolina,Scotland,11
37167,North Carolina,Stanly,13
37169,North Carolina,Stokes,10
37171,North Carolina,Surry,13
37173,North Carolina,Swain,19
37175,North Carolina,Transylvania,14
37177,North Carolina,Tyrrell,16
37179,North Carolina,Union,10
37181,North Carolina,Vance,13
37183,North Carolina,Wake,9
37185,North Carolina,Warren,15
37187,North Carolina,Washington,12
37189,North Carolina,Watauga,12
37191,North Carolina,Wayne,14
37193,North Carolina,Wilkes,13
37195,North Carolina,Wilson,13
37197,North Carolina,Yadkin,13
37199,North Carolina,Yancey,13
38000,North Dakota,,7
38001,North Dakota,Adams,8
38003,North Dakota,Barnes,6
38005,North Dakota,Benson,7
38007,North Dakota,Billings,8
38009,North Dakota,Bottineau,8
38011,North Dakota,Bowman,9
38013,North Dakota,Burke,7
38015,North Dakota,Burleigh,6
38017,North Dakota,Cass,7
38019,North Dakota,Cavalier,6
38021,North Dakota,Dickey,9
38023,North Dakota,Divide,7
38025,North Dakota,Dunn,10
38027,North Dakota,Eddy,8
38029,North Dakota,Emmons,8
38031,North Dakota,Foster,8
38033,North Dakota,Golden Valley,7
38035,North Dakota,Grand Forks,6
38037,North Dakota,Grant,6
38039,North Dakota,Griggs,6
38041,North Dakota,Hettinger,8
38043,North Dakota,Kidder,8
38045,North Dakota,LaMoure,10
38047,North Dakota,Logan,6
38049,North Dakota,McHenry,5
38051,North Dakota,McIntosh,8
38053,North Dakota,McKenzie,8
38055,North Dakota,McLean,7
38057,North Dakota,Mercer,7
38059,North Dakota,Morton,7
38061,North Dakota,Mountrail,12
38063,North Dakota,Nelson,7
38065,North Dakota,Oliver,6
38067,North Dakota,Pembina,8
38069,North Dakota,Pierce,5
38071,North Dakota,Ramsey,8
38073,North Dakota,Ransom,7
38075,North Dakota,Renville,7
38077,North Dakota,Richland,7
38079,North Dakota,Rolette,10
38081,North Dakota,Sargent,5
38083,North Dakota,Sheridan,9
38085,North Dakota,Sioux,7
38087,North Dakota,Slope,6
38089,North Dakota,Stark,8
38091,North Dakota,Steele,6
38093,North Dakota,Stutsman,7
38095,North Dakota,Towner,10
38097,North Dakota,Traill,6
38099,North Dakota,Walsh,11
38101,North Dakota,Ward,6
38103,North Dakota,Wells,7
38105,North Dakota,Williams,10
39000,Ohio,,7
39001,Ohio,Adams,9
39003,Ohio,Allen,7
39005,Ohio,Ashland,8
39007,Ohio,Ashtabula,9
39009,Ohio,Athens,8
39011,Ohio,Auglaize,5
39013,Ohio,Belmont,7
39015,Ohio,Brown,8
39017,Ohio,Butler,7
39019,Ohio,Carroll,9
39021,Ohio,Champaign,7
39023,Ohio,Clark,8
39025,Ohio,Clermont,6
39027,Ohio,Clinton,6
39029,Ohio,Columbiana,9
39031,Ohio,Coshocton,10
39033,Ohio,Crawford,8
39035,Ohio,Cuyahoga,7
39037,Ohio,Darke,7
39039,Ohio,Defiance,7
39041,Ohio,Delaware,4
39043,Ohio,Erie,6
39045,Ohio,Fairfield,6
39047,Ohio,Fayette,9
39049,Ohio,Franklin,8
39051,Ohio,Fulton,6
39053,Ohio,Gallia,8
39055,Ohio,Geauga,9
39057,Ohio,Greene,5
39059,Ohio,Guernsey,8
39061,Ohio,Hamilton,6
39063,Ohio,Hancock,6
39065,Ohio,Hardin,9
39067,Ohio,Harrison,9
39069,Ohio,Henry,6
39071,Ohio,Highland,9
39073,Ohio,Hocking,8
39075,Ohio,Holmes,35
39077,Ohio,Huron,8
39079,Ohio,Jackson,8
39081,Ohio,Jefferson,6
39083,Ohio,Knox,9
39085,Ohio,Lake,6
39087,Ohio,Lawrence,7
39089,Ohio,Licking,6
39091,Ohio,Logan,6
39093,Ohio,Lorain,7
39095,Ohio,Lucas,7
39097,Ohio,Madison,7
39099,Ohio,Mahoning,6
39101,Ohio,Marion,7
39103,Ohio,Medina,6
39105,Ohio,Meigs,9
39107,Ohio,Mercer,7
39109,Ohio,Miami,6
39111,Ohio,Monroe,8
39113,Ohio,Montgomery,8
39115,Ohio,Morgan,9
39117,Ohio,Morrow,8
39119,Ohio,Muskingum,7
39121,Ohio,Noble,9
39123,Ohio,Ottawa,7
39125,Ohio,Paulding,8
39127,Ohio,Perry,8
39129,Ohio,Pickaway,7
39131,Ohio,Pike,7
39133,Ohio,Portage,6
39135,Ohio,Preble,6
39137,Ohio,Putnam,6
39139,Ohio,Richland,7
39141,Ohio,Ross,7
39143,Ohio,Sandusky,6
39145,Ohio,Scioto,7
39147,Ohio,Seneca,6
39149,Ohio,Shelby,7
39151,Ohio,Stark,6
39153,Ohio,Summit,7
39155,Ohio,Trumbull,9
39157,Ohio,Tuscarawas,9
39159,Ohio,Union,4
39161,Ohio,Van Wert,6
39163,Ohio,Vinton,9
39165,Ohio,Warren,4
39167,Ohio,Washington,8
39169,Ohio,Wayne,13
39171,Ohio,Williams,7
39173,Ohio,Wood,5
39175,Ohio,Wyandot,6
40000,Oklahoma,,14
40001,Oklahoma,Adair,16
40003,Oklahoma,Alfalfa,15
40005,Oklahoma,Atoka,18
40007,Oklahoma,Beaver,20
40009,Oklahoma,Beckham,16
40011,Oklahoma,Blaine,15
40013,Oklahoma,Bryan,17
40015,Oklahoma,Caddo,16
40017,Oklahoma,Canadian,10
40019,Oklahoma,Carter,16
40021,Oklahoma,Cherokee,17
40023,Oklahoma,Choctaw,15
40025,Oklahoma,Cimarron,15
40027,Oklahoma,Cleveland,12
40029,Oklahoma,Coal,19
40031,Oklahoma,Comanche,13
40033,Oklahoma,Cotton,14
40035,Oklahoma,Craig,15
40037,Oklahoma,Creek,13
40039,Oklahoma,Custer,15
40041,Oklahoma,Delaware,18
40043,Oklahoma,Dewey,15
40045,Oklahoma,Ellis,15
40047,Oklahoma,Garfield,16
40049,Oklahoma,Garvin,16
40051,Oklahoma,Grady,13
40053,Oklahoma,Grant,14
40055,Oklahoma,Greer,12
40057,Oklahoma,Harmon,18
40059,Oklahoma,Harper,18
40061,Oklahoma,Haskell,16
40063,Oklahoma,Hughes,15
40065,Oklahoma,Jackson,14
40067,Oklahoma,Jefferson,15
40069,Oklahoma,Johnston,14
40071,Oklahoma,Kay,14
40073,Oklahoma,Kingfisher,18
40075,Oklahoma,Kiowa,14
40077,Oklahoma,Latimer,14
40079,Oklahoma,Le Flore,19
40081,Oklahoma,Lincoln,16
40083,Oklahoma,Logan,13
40085,Oklahoma,Love,16
40087,Oklahoma,McClain,14
40089,Oklahoma,McCurtain,16
40091,Oklahoma,McIntosh,17
40093,Oklahoma,Major,17
40095,Oklahoma,Marshall,19
40097,Oklahoma,Mayes,14
40099,Oklahoma,Murray,16
40101,Oklahoma,Muskogee,15
40103,Oklahoma,Noble,12
40105,Oklahoma,Nowata,14
40107,Oklahoma,Okfuskee,15
40109,Oklahoma,Oklahoma,15
40111,Oklahoma,Okmulgee,15
40113,Oklahoma,Osage,14
40115,Oklahoma,Ottawa,16
40117,Oklahoma,Pawnee,14
40119,Oklahoma,Payne,14
40121,Oklahoma,Pittsburg,16
40123,Oklahoma,Pontotoc,16
40125,Oklahoma,Pottawatomie,14
40127,Oklahoma,Pushmataha,16
40129,Oklahoma,Roger Mills,13
40131,Oklahoma,Rogers,13
40133,Oklahoma,Seminole,18
40135,Oklahoma,Sequoyah,17
40137,Oklahoma,Stephens,14
40139,Oklahoma,Texas,19
40141,Oklahoma,Tillman,18
40143,Oklahoma,Tulsa,14
40145,Oklahoma,Wagoner,12
40147,Oklahoma,Washington,13
40149,Oklahoma,Washita,15
40151,Oklahoma,Woods,13
40153,Oklahoma,Woodward,17
41000,Oregon,,7
41001,Oregon,Baker,7
41003,Oregon,Benton,6
41005,Oregon,Clackamas,6
41007,Oregon,Clatsop,9
41009,Oregon,Columbia,7
41011,Oregon,Coos,7
41013,Oregon,Crook,6
41015,Oregon,Curry,8
41017,Oregon,Deschutes,7
41019,Oregon,Douglas,7
41021,Oregon,Gilliam,8
41023,Oregon,Grant,8
41025,Oregon,Harney,8
41027,Oregon,Hood River,12
41029,Oregon,Jackson,8
41031,Oregon,Jefferson,8
41033,Oregon,Josephine,8
41035,Oregon,Klamath,9
41037,Oregon,Lake,10
41039,Oregon,Lane,8
41041,Oregon,Lincoln,9
41043,Oregon,Linn,8
41045,Oregon,Malheur,10
41047,Oregon,Marion,10
41049,Oregon,Morrow,11
41051,Oregon,Multnomah,7
41053,Oregon,Polk,7
41055,Oregon,Sherman,7
41057,Oregon,Tillamook,8
41059,Oregon,Umatilla,9
41061,Oregon,Union,7
41063,Oregon,Wallowa,8
41065,Oregon,Wasco,10
41067,Oregon,Washington,6
41069,Oregon,Wheeler,9
41071,Oregon,Yamhill,8
42000,Pennsylvania,,6
42001,Pennsylvania,Adams,7
42003,Pennsylvania,Allegheny,5
42005,Pennsylvania,Armstrong,6
42007,Pennsylvania,Beaver,5
42009,Pennsylvania,Bedford,7
42011,Pennsylvania,Berks,7
42013,Pennsylvania,Blair,6
42015,Pennsylvania,Bradford,8
42017,Pennsylvania,Bucks,5
42019,Pennsylvania,Butler,4
42021,Pennsylvania,Cambria,5
42023,Pennsylvania,Cameron,7
42025,Pennsylvania,Carbon,7
42027,Pennsylvania,Centre,6
42029,Pennsylvania,Chester,6
42031,Pennsylvania,Clarion,8
42033,Pennsylvania,Clearfield,6
42035,Pennsylvania,Clinton,9
42037,Pennsylvania,Columbia,6
42039,Pennsylvania,Crawford,10
42041,Pennsylvania,Cumberland,5
42043,Pennsylvania,Dauphin,7
42045,Pennsylvania,Delaware,5
42047,Pennsylvania,Elk,6
42049,Pennsylvania,Erie,6
42051,Pennsylvania,Fayette,6
42053,Pennsylvania,Forest,8
42055,Pennsylvania,Franklin,9
42057,Pennsylvania,Fulton,6
42059,Pennsylvania,Greene,6
42061,Pennsylvania,Huntingdon,6
42063,Pennsylvania,Indiana,8
42065,Pennsylvania,Jefferson,9
42067,Pennsylvania,Juniata,12
42069,Pennsylvania,Lackawanna,6
42071,Pennsylvania,Lancaster,12
42073,Pennsylvania,Lawrence,7
42075,Pennsylvania,Lebanon,10
42077,Pennsylvania,Lehigh,7
42079,Pennsylvania,Luzerne,7
42081,Pennsylvania,Lycoming,7
42083,Pennsylvania,McKean,6
42085,Pennsylvania,Mercer,7
42087,Pennsylvania,Mifflin,11
42089,Pennsylvania,Monroe,7
42091,Pennsylvania,Montgomery,4
42093,Pennsylvania,Montour,4
42095,Pennsylvania,Northampton,6
42097,Pennsylvania,Northumberland,7
42099,Pennsylvania,Perry,10
42101,Pennsylvania,Philadelphia,8
42103,Pennsylvania,Pike,7
42105,Pennsylvania,Potter,7
42107,Pennsylvania,Schuylkill,7
42109,Pennsylvania,Snyder,10
42111,Pennsylvania,Somerset,8
42113,Pennsylvania,Sullivan,8
42115,Pennsylvania,Susquehanna,9
42117,Pennsylvania,Tioga,8
42119,Pennsylvania,Union,9
42121,Pennsylvania,Venango,7
42123,Pennsylvania,Warren,6
42125,Pennsylvania,Washington,6
42127,Pennsylvania,Wayne,7
42129,Pennsylvania,Westmoreland,5
42131,Pennsylvania,Wyoming,5
42133,Pennsylvania,York,6
44000,Rhode Island,,5
44001,Rhode Island,Bristol,4
44003,Rhode Island,Kent,4
44005,Rhode Island,Newport,4
44007,Rhode Island,Providence,6
44009,Rhode Island,Washington,4
45000,South Carolina,,11
45001,South Carolina,Abbeville,12
45003,South Carolina,Aiken,11
45005,South Carolina,Allendale,14
45007,South Carolina,Anderson,12
45009,South Carolina,Bamberg,14
45011,South Carolina,Barnwell,13
45013,South Carolina,Beaufort,11
45015,South Carolina,Berkeley,10
45017,South Carolina,Calhoun,11
45019,South Carolina,Charleston,10
45021,South Carolina,Cherokee,11
45023,South Carolina,Chester,11
45025,South Carolina,Chesterfield,12
45027,South Carolina,Clarendon,13
45029,South Carolina,Colleton,13
45031,South Carolina,Darlington,11
45033,South Carolina,Dillon,13
45035,South Carolina,Dorchester,10
45037,South Carolina,Edgefield,13
45039,South Carolina,Fairfield,10
45041,South Carolina,Florence,11
45043,South Carolina,Georgetown,12
45045,South Carolina,Greenville,10
45047,South Carolina,Greenwood,12
45049,South Carolina,Hampton,13
45051,South Carolina,Horry,15
45053,South Carolina,Jasper,16
45055,South Carolina,Kershaw,10
45057,South Carolina,Lancaster,10
45059,South Carolina,Laurens,13
45061,South Carolina,Lee,11
45063,South Carolina,Lexington,10
45065,South Carolina,McCormick,10
45067,South Carolina,Marion,12
45069,South Carolina,Marlboro,12
45071,South Carolina,Newberry,12
45073,South Carolina,Oconee,13
45075,South Carolina,Orangeburg,11
45077,South Carolina,Pickens,12
45079,South Carolina,Richland,10
45081,South Carolina,Saluda,14
45083,South Carolina,Spartanburg,12
45085,South Carolina,Sumter,11
45087,South Carolina,Union,11
45089,South Carolina,Williamsburg,11
45091,South Carolina,York,9
46000,South Dakota,,10
46003,South Dakota,Aurora,11
46005,South Dakota,Beadle,13
46007,South Dakota,Bennett,14
46009,South Dakota,Bon Homme,9
46011,South Dakota,Brookings,8
46013,South Dakota,Brown,10
46015,South Dakota,Brule,13
46017,South Dakota,Buffalo,13
46019,South Dakota,Butte,14
46021,South Dakota,Campbell,10
46023,South Dakota,Charles Mix,16
46025,South Dakota,Clark,9
46027,South Dakota,Clay,10
46029,South Dakota,Codington,10
46031,South Dakota,Corson,10
46033,South Dakota,Custer,13
46035,South Dakota,Davison,11
46037,South Dakota,Day,13
46039,South Dakota,Deuel,10
46041,South Dakota,Dewey,18
46043,South Dakota,Douglas,13
46045,South Dakota,Edmunds,10
46047,South Dakota,Fall River,13
46049,South Dakota,Faulk,11
46051,South Dakota,Grant,10
46053,South Dakota,Gregory,15
46055,South Dakota,Haakon,10
46057,South Dakota,Hamlin,12
46059,South Dakota,Hand,10
46061,South Dakota,Hanson,9
46063,South Dakota,Harding,11
46065,South Dakota,Hughes,8
46067,South Dakota,Hutchinson,9
46069,South Dakota,Hyde,9
46071,South Dakota,Jackson,16
46073,South Dakota,Jerauld,9
46075,South Dakota,Jones,9
46077,South Dakota,Kingsbury,10
46079,South Dakota,Lake,10
46081,South Dakota,Lawrence,11
46083,South Dakota,Lincoln,7
46085,South Dakota,Lyman,14
46087,South Dakota,McCook,11
46089,South Dakota,McPherson,8
46091,South Dakota,Marshall,10
46093,South Dakota,Meade,9
46095,South Dakota,Mellette,14
46097,South Dakota,Miner,11
46099,South Dakota,Minnehaha,9
46101,South Dakota,Moody,12
46102,South Dakota,Oglala Lakota,14
46103,South Dakota,Pennington,11
46105,South Dakota,Perkins,12
46107,South Dakota,Potter,8
46109,South Dakota,Roberts,15
46111,South Dakota,Sanborn,11
46113,South Dakota,Shannon,
46115,South Dakota,Spink,11
46117,South Dakota,Stanley,10
46119,South Dakota,Sully,7
46121,South Dakota,Todd,13
46123,South Dakota,Tripp,16
46125,South Dakota,Turner,10
46127,South Dakota,Union,7
46129,South Dakota,Walworth,12
46135,South Dakota,Yankton,10
46137,South Dakota,Ziebach,12
47000,Tennessee,,11
47001,Tennessee,Anderson,11
47003,Tennessee,Bedford,13
47005,Tennessee,Benton,13
47007,Tennessee,Bledsoe,16
47009,Tennessee,Blount,11
47011,Tennessee,Bradley,11
47013,Tennessee,Campbell,12
47015,Tennessee,Cannon,13
47017,Tennessee,Carroll,10
47019,Tennessee,Carter,13
47021,Tennessee,Cheatham,12
47023,Tennessee,Chester,11
47025,Tennessee,Claiborne,12
47027,Tennessee,Clay,13
47029,Tennessee,Cocke,13
47031,Tennessee,Coffee,11
47033,Tennessee,Crockett,13
47035,Tennessee,Cumberland,13
47037,Tennessee,Davidson,13
47039,Tennessee,Decatur,12
47041,Tennessee,DeKalb,14
47043,Tennessee,Dickson,11
47045,Tennessee,Dyer,11
47047,Tennessee,Fayette,10
47049,Tennessee,Fentress,13
47051,Tennessee,Franklin,10
47053,Tennessee,Gibson,12
47055,Tennessee,Giles,11
47057,Tennessee,Grainger,12
47059,Tennessee,Greene,12
47061,Tennessee,Grundy,14
47063,Tennessee,Hamblen,13
47065,Tennessee,Hamilton,11
47067,Tennessee,Hancock,11
47069,Tennessee,Hardeman,10
47071,Tennessee,Hardin,13
47073,Tennessee,Hawkins,11
47075,Tennessee,Haywood,12
47077,Tennessee,Henderson,12
47079,Tennessee,Henry,12
47081,Tennessee,Hickman,13
47083,Tennessee,Houston,13
47085,Tennessee,Humphreys,13
47087,Tennessee,Jackson,14
47089,Tennessee,Jefferson,12
47091,Tennessee,Johnson,13
47093,Tennessee,Knox,10
47095,Tennessee,Lake,14
47097,Tennessee,Lauderdale,12
47099,Tennessee,Lawrence,13
47101,Tennessee,Lewis,14
47103,Tennessee,Lincoln,11
47105,Tennessee,Loudon,11
47107,Tennessee,McMinn,12
47109,Tennessee,McNairy,13
47111,Tennessee,Macon,14
47113,Tennessee,Madison,11
47115,Tennessee,Marion,12
47117,Tennessee,Marshall,11
47119,Tennessee,Maury,10
47121,Tennessee,Meigs,11
47123,Tennessee,Monroe,12
47125,Tennessee,Montgomery,9
47127,Tennessee,Moore,10
47129,Tennessee,Morgan,12
47131,Tennessee,Obion,13
47133,Tennessee,Overton,12
47135,Tennessee,Perry,14
47137,Tennessee,Pickett,17
47139,Tennessee,Polk,13
47141,Tennessee,Putnam,11
47143,Tennessee,Rhea,13
47145,Tennessee,Roane,9
47147,Tennessee,Robertson,12
47149,Tennessee,Rutherford,10
47151,Tennessee,Scott,13
47153,Tennessee,Sequatchie,15
47155,Tennessee,Sevier,15
47157,Tennessee,Shelby,11
47159,Tennessee,Smith,12
47161,Tennessee,Stewart,12
47163,Tennessee,Sullivan,11
47165,Tennessee,Sumner,10
47167,Tennessee,Tipton,10
47169,Tennessee,Trousdale,9
47171,Tennessee,Unicoi,11
47173,Tennessee,Union,13
47175,Tennessee,Van Buren,11
47177,Tennessee,Warren,15
47179,Tennessee,Washington,12
47181,Tennessee,Wayne,11
47183,Tennessee,Weakley,12
47185,Tennessee,White,14
47187,Tennessee,Williamson,6
47189,Tennessee,Wilson,9
48000,Texas,,19
48001,Texas,Anderson,18
48003,Texas,Andrews,23
48005,Texas,Angelina,20
48007,Texas,Aransas,21
48009,Texas,Archer,17
48011,Texas,Armstrong,12
48013,Texas,Atascosa,20
48015,Texas,Austin,19
48017,Texas,Bailey,27
48019,Texas,Bandera,19
48021,Texas,Bastrop,21
48023,Texas,Baylor,17
48025,Texas,Bee,16
48027,Texas,Bell,16
48029,Texas,Bexar,18
48031,Texas,Blanco,18
48033,Texas,Borden,13
48035,Texas,Bosque,20
48037,Texas,Bowie,16
48039,Texas,Brazoria,15
48041,Texas,Brazos,16
48043,Texas,Brewster,23
48045,Texas,Briscoe,21
48047,Texas,Brooks,18
48049,Texas,Brown,18
48051,Texas,Burleson,21
48053,Texas,Burnet,20
48055,Texas,Caldwell,23
48057,Texas,Calhoun,17
48059,Texas,Callahan,18
48061,Texas,Cameron,25
48063,Texas,Camp,20
48065,Texas,Carson,15
48067,Texas,Cass,18
48069,Texas,Castro,25
48071,Texas,Chambers,14
48073,Texas,Cherokee,20
48075,Texas,Childress,18
48077,Texas,Clay,16
48079,Texas,Cochran,23
48081,Texas,Coke,18
48083,Texas,Coleman,22
48085,Texas,Collin,11
48087,Texas,Collingsworth,26
48089,Texas,Colorado,23
48091,Texas,Comal,13
48093,Texas,Comanche,22
48095,Texas,Concho,17
48097,Texas,Cooke,18
48099,Texas,Coryell,15
48101,Texas,Cottle,17
48103,Texas,Crane,23
48105,Texas,Crockett,27
48107,Texas,Crosby,22
48109,Texas,Culberson,23
48111,Texas,Dallam,28
48113,Texas,Dallas,24
48115,Texas,Dawson,22
48117,Texas,Deaf Smith,23
48119,Texas,Delta,14
48121,Texas,Denton,12
48123,Texas,DeWitt,19
48125,Texas,Dickens,19
48127,Texas,Dimmit,19
48129,Texas,Donley,21
48131,Texas,Duval,18
48133,Texas,Eastland,20
48135,Texas,Ector,22
48137,Texas,Edwards,29
48139,Texas,Ellis,17
48141,Texas,El Paso,23
48143,Texas,Erath,21
48145,Texas,Falls,18
48147,Texas,Fannin,17
48149,Texas,Fayette,19
48151,Texas,Fisher,16
48153,Texas,Floyd,25
48155,Texas,Foard,18
48157,Texas,Fort Bend,12
48159,Texas,Franklin,15
48161,Texas,Freestone,19
48163,Texas,Frio,22
48165,Texas,Gaines,32
48167,Texas,Galveston,16
48169,Texas,Garza,22
48171,Texas,Gillespie,25
48173,Texas,Glasscock,17
48175,Texas,Goliad,16
48177,Texas,Gonzales,23
48179,Texas,Gray,22
48181,Texas,Grayson,19
48183,Texas,Gregg,20
48185,Texas,Grimes,20
48187,Texas,Guadalupe,14
48189,Texas,Hale,22
48191,Texas,Hall,25
48193,Texas,Hamilton,22
48195,Texas,Hansford,27
48197,Texas,Hardeman,20
48199,Texas,Hardin,17
48201,Texas,Harris,22
48203,Texas,Harrison,17
48205,Texas,Hartley,17
48207,Texas,Haskell,24
48209,Texas,Hays,14
48211,Texas,Hemphill,21
48213,Texas,Henderson,22
48215,Texas,Hidalgo,30
48217,Texas,Hill,20
48219,Texas,Hockley,22
48221,Texas,Hood,17
48223,Texas,Hopkins,20
48225,Texas,Houston,20
48227,Texas,Howard,20
48229,Texas,Hudspeth,26
48231,Texas,Hunt,19
48233,Texas,Hutchinson,16
48235,Texas,Irion,21
48237,Texas,Jack,22
48239,Texas,Jackson,20
48241,Texas,Jasper,20
48243,Texas,Jeff Davis,22
48245,Texas,Jefferson,20
48247,Texas,Jim Hogg,21
48249,Texas,Jim Wells,19
48251,Texas,Johnson,18
48253,Texas,Jones,18
48255,Texas,Karnes,18
48257,Texas,Kaufman,17
48259,Texas,Kendall,15
48261,Texas,Kenedy,38
48263,Texas,Kent,11
48265,Texas,Kerr,19
48267,Texas,Kimble,22
48269,Texas,King,20
48271,Texas,Kinney,13
48273,Texas,Kleberg,19
48275,Texas,Knox,21
48277,Texas,Lamar,18
48279,Texas,Lamb,23
48281,Texas,Lampasas,18
48283,Texas,La Salle,22
48285,Texas,Lavaca,15
48287,Texas,Lee,20
48289,Texas,Leon,22
48291,Texas,Liberty,23
48293,Texas,Limestone,20
